Name,Year,Month,Time,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7,DAY8,DAY9,DAY10,DAY11,DAY12,DAY13,DAY14,DAY15,DAY16,DAY17,DAY18,DAY19,DAY20,DAY21,DAY22,DAY23,DAY24,DAY25,DAY26,DAY27,DAY28,DAY29,DAY30,DAY31
KIAMO-Accra,2021,03,15:00,62,65,63,68,63,65,58,65,60,63,68,62,67,65,59,60,65,63,58,63,60,69,49,59,65,66,62,66,64,64,68
KIAMO-Accra,2021,04,06:00,86,87,86,89,85,92,86,86,89,86,85,83,89,89,89,85,88,77,85,92,89,89,80,89,80,90,90,89,91,94,
KIAMO-Accra,2021,04,15:00,63,63,65,61,64,68,68,62,47,62,64,64,67,63,64,66,70,58,63,62,63,57,62,66,64,60,66,75,71,56,
KIAMO-Accra,2021,05,06:00,89,91,90,89,84,86,86,85,92,88,90,86,89,92,92,89,88,92,89,86,88,89,92,88,91,89,91,88,85,89,84
KIAMO-Accra,2021,05,15:00,64,60,73,70,64,60,64,77,73,58,65,62,63,62,66,68,66,72,69,62,65,84,55,62,66,65,65,64,66,67,79
KIAMO-Accra,2021,06,06:00,87,85,89,90,96,90,89,88,77,88,90,92,89,89,86,88,84,88,85,86,93,91,91,98,88,91,92,94,90,92,
KIAMO-Accra,2021,06,15:00,73,60,62,69,62,66,61,62,64,73,62,69,65,65,61,78,64,64,66,92,66,67,70,75,69,96,72,64,65,74,
KIAMO-Accra,2021,07,06:00,93,92,87,95,92,91,90,91,88,88,91,85,92,90,85,88,91,89,87,87,85,88,87,85,88,90,87,88,93,89,90
KIAMO-Accra,2021,07,15:00,67,67,81,73,66,69,69,66,66,61,61,63,67,70,72,81,70,69,69,66,62,69,68,67,64,66,74,62,65,69,70
KIAMO-Accra,2021,08,06:00,89,91,88,90,91,90,84,86,93,90,87,92,95,94,88,90,85,87,87,92,91,92,90,91,92,92,88,87,92,88,88
KIAMO-Accra,2021,08,15:00,61,66,64,74,70,72,78,69,72,66,68,85,76,64,64,69,66,63,65,66,72,73,75,67,68,64,64,75,71,82,73
KIAMO-Accra,2021,09,06:00,88,97,92,94,94,92,88,91,93,91,88,88,91,88,92,96,89,93,91,90,88,86,91,91,91,92,87,89,92,88,
KIAMO-Accra,2021,09,15:00,66,91,75,72,69,70,72,66,67,64,70,69,68,89,74,71,76,67,62,67,67,70,70,76,82,71,77,65,67,68,
KIAMO-Accra,2021,11,15:00,,,,,,,,,,68,60,66,63,65,62,64,68,64,65,66,63,69,70,65,71,68,68,68,67,63,
KIAMO-Accra,2021,12,06:00,92,89,90,90,89,92,89,87,89,92,89,89,87,89,89,83,92,91,88,77,63,67,69,89,86,84,89,91,89,90,84
KIAMO-Accra,2021,12,15:00,68,58,67,68,67,65,63,65,62,65,65,62,67,68,65,60,65,60,34,24,33,34,51,61,63,65,79,65,74,62,72
KIAMO-Accra,2022,01,06:00,89,89,90,85,86,89,89,92,90,96,89,89,89,88,92,89,91,98,89,92,50,58,77,88,90,45,84,93,92,92,58
KIAMO-Accra,2022,01,15:00,68,69,66,59,57,65,64,70,53,60,60,55,70,62,56,61,60,56,26,32,30,29,56,51,30,27,57,60,65,32,35
KIAMO-Accra,2022,02,06:00,81,88,92,89,89,86,91,91,90,92,91,92,90,86,89,87,84,,,89,88,89,89,89,87,89,89,89,,,
KIAMO-Accra,2022,02,15:00,49,62,67,66,64,65,66,63,67,68,65,62,68,64,63,66,71,,,64,62,65,62,65,63,65,68,57,,,
KIAMO-Accra,2022,03,06:00,82,78,81,85,88,85,91,89,87,83,81,90,81,85,89,87,84,87,90,89,84,85,89,89,92,84,85,90,88,86,89
KIAMO-Accra,2022,03,15:00,65,58,58,66,53,64,67,65,65,65,64,65,65,56,70,62,63,65,63,65,70,71,69,60,60,71,61,63,73,67,65
KIAMO-Accra,2022,04,06:00,85,85,83,85,88,88,92,92,90,92,92,89,92,88,89,94,91,85,92,90,87,90,92,90,87,91,91,100,87,94,
KIAMO-Accra,2022,04,15:00,70,68,64,65,57,29,67,87,72,63,63,60,56,65,59,82,62,78,60,60,72,60,65,91,65,59,72,68,59,67,
KIAMO-Accra,2022,05,06:00,92,90,89,90,84,92,87,93,92,92,92,90,86,90,94,92,92,91,92,89,91,96,89,100,90,90,90,89,95,92,89
KIAMO-Accra,2022,05,15:00,61,62,63,60,67,97,67,65,76,62,62,67,63,70,68,70,65,60,72,67,65,72,61,74,58,71,64,69,70,65,66
KIAMO-Accra,2022,06,06:00,92,93,92,92,93,90,92,88,89,89,92,88,90,85,89,94,93,92,84,92,94,90,92,92,90,94,93,92,91,90,
KIAMO-Accra,2022,06,15:00,70,65,94,67,98,75,59,64,64,92,73,64,64,67,98,92,62,67,69,70,78,68,72,72,70,67,66,67,73,85,
KIAMO-Accra,2022,07,06:00,93,85,94,92,90,94,89,88,88,92,85,90,86,89,88,88,88,92,89,91,91,90,86,88,90,85,91,84,83,84,86
KIAMO-Accra,2022,07,15:00,69,67,69,76,68,69,70,75,69,69,69,73,79,70,75,69,72,58,65,64,54,63,61,68,69,78,81,70,56,68,80
KIAMO-Accra,2022,08,06:00,89,83,88,84,88,92,92,86,84,89,88,88,88,92,97,96,94,93,88,95,94,89,92,92,95,92,96,93,96,91,92
KIAMO-Accra,2022,08,15:00,74,69,67,68,67,64,63,65,75,70,67,72,75,96,85,75,72,66,68,74,72,75,88,74,67,72,93,85,71,89,77
KIAMO-Accra,2022,09,06:00,96,91,88,95,93,94,96,88,86,86,88,84,92,94,88,92,90,84,98,95,92,90,89,88,90,94,94,96,96,92,
KIAMO-Accra,2022,09,15:00,75,68,67,72,82,86,73,72,64,66,69,98,68,62,81,66,66,72,81,77,68,69,70,70,67,92,77,86,83,69,
KIAMO-Accra,2022,10,06:00,96,96,92,94,91,91,88,90,94,95,88,95,92,88,91,88,94,92,88,90,92,91,92,92,89,92,92,92,90,90,92
KIAMO-Accra,2022,10,15:00,92,75,73,72,72,66,71,72,91,69,68,93,61,68,65,74,70,68,72,65,65,60,70,73,82,70,69,68,64,68,67
KIAMO-Accra,2022,11,06:00,89,88,87,91,93,92,88,91,92,90,88,88,97,92,92,92,92,89,91,92,92,92,92,92,92,92,91,91,84,96,
KIAMO-Accra,2022,11,15:00,73,66,62,76,74,65,65,61,69,65,65,69,67,69,67,64,65,62,67,62,67,66,71,69,64,66,73,65,59,67,
KIAMO-Accra,2022,12,06:00,92,92,92,90,93,92,92,92,92,92,92,92,92,92,95,93,90,91,87,96,94,94,91,64,67,82,92,68,92,90,91
KIAMO-Accra,2022,12,15:00,64,65,60,66,61,68,70,63,65,63,65,67,65,65,65,67,67,62,65,65,64,61,36,38,40,49,49,39,46,36,28
KIAMO-Accra,2023,01,06:00,66,66,71,69,81,81,91,91,92,92,90,92,92,92,90,92,92,92,84,91,92,89,77,92,92,91,81,87,87,85,90
KIAMO-Accra,2023,01,15:00,30,40,34,43,46,57,65,65,62,60,62,63,54,57,62,60,60,69,64,66,62,68,63,62,65,60,68,63,65,64,66
KIAMO-Accra,2023,02,06:00,94,95,91,90,89,80,86,90,91,89,90,90,87,90,81,89,89,67,61,91,89,88,89,92,78,88,89,85,,,
KIAMO-Accra,2023,02,15:00,68,57,62,69,64,65,59,62,59,62,68,67,62,60,63,63,34,32,40,61,63,67,63,67,71,73,60,64,,,
KIAMO-Accra,2023,03,06:00,91,85,90,92,89,85,97,90,92,80,93,81,86,92,92,86,88,89,90,92,92,87,91,88,91,92,85,90,89,89,78
KIAMO-Accra,2023,03,15:00,64,60,73,64,65,60,79,60,64,59,61,77,62,64,63,60,69,73,62,65,58,73,60,75,57,58,73,57,61,60,69
KIAMO-Accra,2023,04,06:00,85,85,86,79,92,95,87,84,84,89,87,91,89,85,89,81,87,92,87,88,90,87,89,92,94,88,86,96,89,88,
KIAMO-Accra,2023,04,15:00,67,61,60,67,61,59,73,62,67,65,58,63,66,66,72,66,57,60,71,61,62,69,72,68,66,57,57,67,61,66,
KIAMO-Accra,2023,05,06:00,89,83,89,88,82,83,91,88,86,89,81,88,89,88,94,92,92,90,99,94,96,92,92,92,95,89,89,92,92,91,92
KIAMO-Accra,2023,05,15:00,68,69,65,61,66,68,66,63,59,59,63,73,65,69,85,60,66,91,69,66,60,69,65,72,66,65,96,68,83,62,62
